month,source,kind,from_alg,to_alg,n_delegations,n_blocks,largest_block_share,hhi,level
2009-08,ripe,rollover,5,7,21,3,0.762,0.619,concentrated (one block is most of it)
2009-08,ripe,sign,,5,9,3,0.778,0.6296,concentrated (one block is most of it)
2009-12,ripe,sign,,7,9,2,0.889,0.8025,concentrated (one block is most of it)
2010-02,ripe,sign,,5,5,3,0.4,0.36,diffuse (many blocks)
2010-03,ripe,sign,,5,15,7,0.333,0.2,diffuse (many blocks)
2010-04,ripe,sign,,5,32,2,0.969,0.9395,concentrated (one block is most of it)
2010-04,ripe,sign,,8,1,1,1.0,1.0,single delegation
2010-05,ripe,sign,,5,8,7,0.25,0.1562,diffuse (many blocks)
2010-06,ripe,sign,,5,18,2,0.889,0.8025,concentrated (one block is most of it)
2010-07,ripe,rollover,5,8,1,1,1.0,1.0,single delegation
2010-08,ripe,sign,,10,1,1,1.0,1.0,single delegation
2010-08,ripe,sign,,5,107,10,0.299,0.2139,diffuse (many blocks)
2010-08,ripe,sign,,7,1,1,1.0,1.0,single delegation
2010-08,ripe,unsign,5,,2,2,0.5,0.5,concentrated (one block is most of it)
2010-09,ripe,sign,,7,1,1,1.0,1.0,single delegation
2010-10,ripe,sign,,5,9,4,0.556,0.3827,concentrated (one block is most of it)
2010-10,ripe,sign,,7,2,1,1.0,1.0,one block
2010-10,ripe,unsign,5,,2,2,0.5,0.5,concentrated (one block is most of it)
2010-11,ripe,sign,,5,17,4,0.824,0.6886,concentrated (one block is most of it)
2010-11,ripe,unsign,5,,10,1,1.0,1.0,one block
2011-05,arin,sign,,5,31,10,0.484,0.2966,diffuse (many blocks)
2011-05,arin,sign,,"5,7,8",1,1,1.0,1.0,single delegation
2011-05,ripe,rollover,5,7,1,1,1.0,1.0,single delegation
2011-05,ripe,rollover,5,8,2,2,0.5,0.5,concentrated (one block is most of it)
2011-05,ripe,sign,,5,25,16,0.32,0.1392,diffuse (many blocks)
2011-05,ripe,sign,,7,10,7,0.4,0.22,diffuse (many blocks)
2011-05,ripe,sign,,8,26,12,0.308,0.1598,diffuse (many blocks)
2011-05,ripe,unsign,5,,16,7,0.5,0.3047,concentrated (one block is most of it)
2011-06,apnic,sign,,5,2,2,0.5,0.5,concentrated (one block is most of it)
2011-06,arin,sign,,5,49,3,0.653,0.5335,concentrated (one block is most of it)
2011-06,arin,sign,,8,1,1,1.0,1.0,single delegation
2011-06,ripe,sign,,10,3,3,0.333,0.3333,diffuse (many blocks)
2011-06,ripe,sign,,5,5,4,0.4,0.28,diffuse (many blocks)
2011-06,ripe,sign,,8,1,1,1.0,1.0,single delegation
2011-06,ripe,unsign,8,,1,1,1.0,1.0,single delegation
2011-07,arin,sign,,5,4,2,0.75,0.625,concentrated (one block is most of it)
2011-07,ripe,sign,,5,1,1,1.0,1.0,single delegation
2011-07,ripe,sign,,8,1,1,1.0,1.0,single delegation
2011-08,arin,rollover,5,"5,7,8",1,1,1.0,1.0,single delegation
2011-08,arin,sign,,7,14,5,0.714,0.5306,concentrated (one block is most of it)
2011-08,ripe,sign,,5,4,3,0.5,0.375,concentrated (one block is most of it)
2011-08,ripe,unsign,5,,1,1,1.0,1.0,single delegation
2011-09,apnic,sign,,5,4,3,0.5,0.375,concentrated (one block is most of it)
2011-09,arin,sign,,8,1,1,1.0,1.0,single delegation
2011-09,ripe,sign,,7,1,1,1.0,1.0,single delegation
2011-09,ripe,sign,,8,4,4,0.25,0.25,diffuse (many blocks)
2011-09,ripe,unsign,5,,1,1,1.0,1.0,single delegation
2011-10,apnic,sign,,5,1,1,1.0,1.0,single delegation
2011-10,ripe,sign,,5,7,3,0.714,0.551,concentrated (one block is most of it)
2011-10,ripe,sign,,7,1,1,1.0,1.0,single delegation
2011-11,apnic,unsign,5,,1,1,1.0,1.0,single delegation
2011-11,arin,sign,,7,1,1,1.0,1.0,single delegation
2011-11,arin,sign,,8,1,1,1.0,1.0,single delegation
2011-11,ripe,rollover,5,8,13,2,0.538,0.503,concentrated (one block is most of it)
2011-11,ripe,rollover,7,10,1,1,1.0,1.0,single delegation
2011-11,ripe,sign,,5,1,1,1.0,1.0,single delegation
2011-11,ripe,sign,,7,63,4,0.508,0.351,concentrated (one block is most of it)
2011-11,ripe,sign,,8,12,2,0.75,0.625,concentrated (one block is most of it)
2011-12,apnic,sign,,5,3,1,1.0,1.0,one block
2011-12,apnic,unsign,5,,1,1,1.0,1.0,single delegation
2011-12,ripe,sign,,5,1,1,1.0,1.0,single delegation
2012-01,apnic,sign,,5,35,5,0.629,0.4563,concentrated (one block is most of it)
2012-01,arin,sign,,5,1,1,1.0,1.0,single delegation
2012-01,ripe,sign,,5,63,1,1.0,1.0,one block
2012-01,ripe,sign,,7,6,2,0.833,0.7222,concentrated (one block is most of it)
2012-01,ripe,unsign,5,,1,1,1.0,1.0,single delegation
2012-01,ripe,unsign,7,,1,1,1.0,1.0,single delegation
2012-02,apnic,sign,,8,36,3,0.861,0.7546,concentrated (one block is most of it)
2012-02,apnic,unsign,5,,1,1,1.0,1.0,single delegation
2012-02,arin,rollover,"5,7,8","5,7,8,10",1,1,1.0,1.0,single delegation
2012-02,arin,sign,,5,17,2,0.941,0.8893,concentrated (one block is most of it)
2012-02,ripe,sign,,10,1,1,1.0,1.0,single delegation
2012-02,ripe,sign,,7,10,3,0.8,0.66,concentrated (one block is most of it)
2012-02,ripe,sign,,8,1,1,1.0,1.0,single delegation
2012-02,ripe,unsign,10,,2,2,0.5,0.5,concentrated (one block is most of it)
2012-03,arin,rollover,5,8,2,2,0.5,0.5,concentrated (one block is most of it)
2012-03,arin,sign,,5,1,1,1.0,1.0,single delegation
2012-03,ripe,sign,,10,1,1,1.0,1.0,single delegation
2012-03,ripe,sign,,5,1,1,1.0,1.0,single delegation
2012-03,ripe,sign,,7,4,3,0.5,0.375,concentrated (one block is most of it)
2012-03,ripe,sign,,8,3,2,0.667,0.5556,concentrated (one block is most of it)
2012-04,arin,rollover,5,8,1,1,1.0,1.0,single delegation
2012-04,arin,sign,,5,4,3,0.5,0.375,concentrated (one block is most of it)
2012-04,ripe,sign,,10,2,2,0.5,0.5,concentrated (one block is most of it)
2012-04,ripe,sign,,8,1,1,1.0,1.0,single delegation
2012-04,ripe,unsign,5,,1,1,1.0,1.0,single delegation
2012-05,arin,sign,,8,1,1,1.0,1.0,single delegation
2012-05,ripe,sign,,5,4,1,1.0,1.0,one block
2012-05,ripe,sign,,8,1,1,1.0,1.0,single delegation
2012-06,afrinic,sign,,8,13,5,0.692,0.503,concentrated (one block is most of it)
2012-06,apnic,sign,,8,12,2,0.917,0.8472,concentrated (one block is most of it)
2012-06,arin,sign,,5,1,1,1.0,1.0,single delegation
2012-06,arin,sign,,8,6,3,0.667,0.5,concentrated (one block is most of it)
2012-06,ripe,sign,,10,1,1,1.0,1.0,single delegation
2012-06,ripe,sign,,8,2,2,0.5,0.5,concentrated (one block is most of it)
2012-08,afrinic,sign,,5,2,2,0.5,0.5,concentrated (one block is most of it)
2012-08,apnic,sign,,5,4,1,1.0,1.0,one block
2012-08,arin,sign,,5,2,2,0.5,0.5,concentrated (one block is most of it)
2012-08,arin,sign,,7,1,1,1.0,1.0,single delegation
2012-08,ripe,sign,,7,1,1,1.0,1.0,single delegation
2012-08,ripe,sign,,8,5,5,0.2,0.2,diffuse (many blocks)
2012-08,ripe,unsign,5,,2,2,0.5,0.5,concentrated (one block is most of it)
2012-08,ripe,unsign,8,,1,1,1.0,1.0,single delegation
2012-09,ripe,sign,,5,1,1,1.0,1.0,single delegation
2012-09,ripe,sign,,8,2,2,0.5,0.5,concentrated (one block is most of it)
2012-09,ripe,unsign,8,,1,1,1.0,1.0,single delegation
2012-10,afrinic,unsign,8,,1,1,1.0,1.0,single delegation
2012-10,arin,sign,,5,1,1,1.0,1.0,single delegation
2012-10,ripe,sign,,5,1,1,1.0,1.0,single delegation
2012-10,ripe,sign,,8,1,1,1.0,1.0,single delegation
2012-11,afrinic,unsign,5,,1,1,1.0,1.0,single delegation
2012-11,arin,rollover,5,7,1,1,1.0,1.0,single delegation
2012-11,arin,sign,,8,24,2,0.667,0.5556,concentrated (one block is most of it)
2012-11,ripe,rollover,5,8,1,1,1.0,1.0,single delegation
2012-11,ripe,sign,,5,1,1,1.0,1.0,single delegation
2012-11,ripe,sign,,7,7,1,1.0,1.0,one block
2012-11,ripe,sign,,8,23,8,0.348,0.2287,diffuse (many blocks)
2012-11,ripe,unsign,7,,1,1,1.0,1.0,single delegation
2012-11,ripe,unsign,8,,1,1,1.0,1.0,single delegation
2012-12,apnic,sign,,5,1,1,1.0,1.0,single delegation
2012-12,arin,sign,,5,2,2,0.5,0.5,concentrated (one block is most of it)
2012-12,arin,unsign,5,,21,4,0.714,0.551,concentrated (one block is most of it)
2012-12,arin,unsign,7,,10,1,1.0,1.0,one block
2012-12,arin,unsign,8,,15,5,0.533,0.3689,concentrated (one block is most of it)
2012-12,ripe,sign,,5,16,3,0.5,0.4453,concentrated (one block is most of it)
2012-12,ripe,sign,,7,3,3,0.333,0.3333,diffuse (many blocks)
2012-12,ripe,sign,,8,42,4,0.762,0.6179,concentrated (one block is most of it)
2012-12,ripe,unsign,5,,1,1,1.0,1.0,single delegation
2013-01,arin,sign,,5,23,5,0.652,0.4669,concentrated (one block is most of it)
2013-01,arin,sign,,7,10,1,1.0,1.0,one block
2013-01,arin,sign,,8,15,5,0.533,0.3689,concentrated (one block is most of it)
2013-01,ripe,rollover,5,10,2,2,0.5,0.5,concentrated (one block is most of it)
2013-01,ripe,rollover,7,8,9,2,0.889,0.8025,concentrated (one block is most of it)
2013-01,ripe,sign,,10,8,2,0.5,0.5,concentrated (one block is most of it)
2013-01,ripe,sign,,5,13,3,0.615,0.4793,concentrated (one block is most of it)
2013-01,ripe,sign,,"7,12",3,2,0.667,0.5556,concentrated (one block is most of it)
2013-01,ripe,sign,,8,16,3,0.5,0.4453,concentrated (one block is most of it)
2013-02,apnic,unsign,5,,1,1,1.0,1.0,single delegation
2013-02,arin,sign,,5,2,2,0.5,0.5,concentrated (one block is most of it)
2013-02,ripe,rollover,"7,12","8,12",2,1,1.0,1.0,one block
2013-02,ripe,sign,,10,6,1,1.0,1.0,one block
2013-02,ripe,sign,,5,1,1,1.0,1.0,single delegation
2013-02,ripe,sign,,7,1,1,1.0,1.0,single delegation
2013-02,ripe,sign,,8,64,1,1.0,1.0,one block
2013-02,ripe,unsign,"7,12",,1,1,1.0,1.0,single delegation
2013-03,apnic,sign,,5,2,2,0.5,0.5,concentrated (one block is most of it)
2013-03,arin,sign,,5,4,1,1.0,1.0,one block
2013-03,arin,sign,,7,1,1,1.0,1.0,single delegation
2013-03,arin,sign,,8,2,2,0.5,0.5,concentrated (one block is most of it)
2013-03,ripe,unsign,8,,64,1,1.0,1.0,one block
2013-04,arin,sign,,5,4,3,0.5,0.375,concentrated (one block is most of it)
2013-05,apnic,rollover,5,8,1,1,1.0,1.0,single delegation
2013-05,ripe,sign,,5,1,1,1.0,1.0,single delegation
2013-05,ripe,sign,,7,3,1,1.0,1.0,one block
2013-05,ripe,sign,,8,6,5,0.333,0.2222,diffuse (many blocks)
2013-06,arin,sign,,8,8,1,1.0,1.0,one block
2013-06,ripe,sign,,5,1,1,1.0,1.0,single delegation
2013-06,ripe,sign,,7,2,1,1.0,1.0,one block
2013-06,ripe,sign,,8,2,2,0.5,0.5,concentrated (one block is most of it)
2013-07,apnic,sign,,5,1,1,1.0,1.0,single delegation
2013-07,arin,rollover,7,8,1,1,1.0,1.0,single delegation
2013-07,arin,sign,,8,4,4,0.25,0.25,diffuse (many blocks)
2013-07,ripe,sign,,5,11,2,0.727,0.6033,concentrated (one block is most of it)
2013-07,ripe,sign,,8,17,5,0.471,0.3149,diffuse (many blocks)
2013-07,ripe,unsign,5,,4,1,1.0,1.0,one block
2013-08,arin,sign,,8,7,5,0.286,0.2245,diffuse (many blocks)
2013-08,ripe,rollover,7,8,35,4,0.429,0.3012,diffuse (many blocks)
2013-08,ripe,sign,,5,13,2,0.923,0.858,concentrated (one block is most of it)
2013-08,ripe,sign,,8,1,1,1.0,1.0,single delegation
2013-09,arin,sign,,7,3,1,1.0,1.0,one block
2013-09,arin,sign,,8,6,3,0.667,0.5,concentrated (one block is most of it)
2013-09,arin,unsign,8,,1,1,1.0,1.0,single delegation
2013-09,ripe,sign,,7,2,2,0.5,0.5,concentrated (one block is most of it)
2013-09,ripe,sign,,8,18,6,0.333,0.2531,diffuse (many blocks)
2013-10,afrinic,unsign,5,,1,1,1.0,1.0,single delegation
2013-10,apnic,sign,,7,1,1,1.0,1.0,single delegation
2013-10,arin,sign,,8,2,2,0.5,0.5,concentrated (one block is most of it)
2013-10,ripe,sign,,5,8,2,0.5,0.5,concentrated (one block is most of it)
2013-10,ripe,sign,,7,7,1,1.0,1.0,one block
2013-10,ripe,sign,,8,11,5,0.364,0.2397,diffuse (many blocks)
2013-10,ripe,unsign,5,,9,2,0.889,0.8025,concentrated (one block is most of it)
2013-11,apnic,sign,,8,1,1,1.0,1.0,single delegation
2013-11,arin,sign,,5,1,1,1.0,1.0,single delegation
2013-11,ripe,sign,,5,1,1,1.0,1.0,single delegation
2013-11,ripe,sign,,7,1,1,1.0,1.0,single delegation
2013-11,ripe,sign,,8,24,9,0.292,0.1597,diffuse (many blocks)
2013-12,afrinic,sign,,8,9,2,0.889,0.8025,concentrated (one block is most of it)
2013-12,arin,rollover,5,8,1,1,1.0,1.0,single delegation
2013-12,arin,sign,,8,17,12,0.353,0.1626,diffuse (many blocks)
2013-12,ripe,sign,,5,179,1,1.0,1.0,one block
2013-12,ripe,sign,,8,1,1,1.0,1.0,single delegation
2013-12,ripe,sign,,"8,12",3,2,0.667,0.5556,concentrated (one block is most of it)
2013-12,ripe,unsign,8,,4,4,0.25,0.25,diffuse (many blocks)
2014-01,afrinic,unsign,8,,9,2,0.889,0.8025,concentrated (one block is most of it)
2014-01,apnic,sign,,8,3,1,1.0,1.0,one block
2014-01,arin,rollover,8,"7,8",1,1,1.0,1.0,single delegation
2014-01,arin,sign,,8,39,7,0.795,0.641,concentrated (one block is most of it)
2014-01,ripe,sign,,8,1,1,1.0,1.0,single delegation
2014-02,apnic,sign,,8,3,1,1.0,1.0,one block
2014-02,arin,sign,,8,4,1,1.0,1.0,one block
2014-02,ripe,rollover,5,8,2,1,1.0,1.0,one block
2014-02,ripe,sign,,5,9,5,0.444,0.284,diffuse (many blocks)
2014-02,ripe,sign,,8,18,3,0.889,0.7963,concentrated (one block is most of it)
2014-02,ripe,unsign,3,,4,1,1.0,1.0,one block
2014-02,ripe,unsign,"8,12",,2,1,1.0,1.0,one block
2014-03,apnic,sign,,8,7,2,0.571,0.5102,concentrated (one block is most of it)
2014-03,ripe,sign,,8,96,10,0.667,0.4792,concentrated (one block is most of it)
2014-03,ripe,unsign,5,,4,1,1.0,1.0,one block
2014-03,ripe,unsign,8,,32,3,0.656,0.502,concentrated (one block is most of it)
2014-04,apnic,sign,,8,54,6,0.296,0.2209,diffuse (many blocks)
2014-04,ripe,sign,,8,12,2,0.667,0.5556,concentrated (one block is most of it)
2014-04,ripe,unsign,5,,8,2,0.5,0.5,concentrated (one block is most of it)
2014-04,ripe,unsign,8,,1,1,1.0,1.0,single delegation
2014-05,apnic,sign,,5,4,1,1.0,1.0,one block
2014-05,apnic,sign,,8,4,1,1.0,1.0,one block
2014-05,arin,sign,,8,8,2,0.5,0.5,concentrated (one block is most of it)
2014-05,ripe,sign,,5,3,3,0.333,0.3333,diffuse (many blocks)
2014-05,ripe,sign,,8,5,2,0.8,0.68,concentrated (one block is most of it)
2014-05,ripe,unsign,8,,1,1,1.0,1.0,single delegation
2014-06,apnic,sign,,8,4,1,1.0,1.0,one block
2014-06,arin,unsign,5,,1,1,1.0,1.0,single delegation
2014-06,arin,unsign,7,,3,1,1.0,1.0,one block
2014-06,arin,unsign,8,,1,1,1.0,1.0,single delegation
2014-06,ripe,sign,,5,6,3,0.667,0.5,concentrated (one block is most of it)
2014-06,ripe,sign,,8,1,1,1.0,1.0,single delegation
2014-06,ripe,unsign,5,,1,1,1.0,1.0,single delegation
2014-06,ripe,unsign,7,,1,1,1.0,1.0,single delegation
2014-07,afrinic,sign,,8,8,1,1.0,1.0,one block
2014-07,apnic,sign,,8,2,1,1.0,1.0,one block
2014-07,arin,sign,,5,1,1,1.0,1.0,single delegation
2014-07,arin,sign,,8,1,1,1.0,1.0,single delegation
2014-07,ripe,sign,,5,10,2,0.7,0.58,concentrated (one block is most of it)
2014-07,ripe,sign,,8,15,4,0.533,0.3778,concentrated (one block is most of it)
2014-07,ripe,unsign,10,,1,1,1.0,1.0,single delegation
2014-08,arin,rollover,"5,7,8","5,7,8,10",1,1,1.0,1.0,single delegation
2014-08,arin,sign,,10,2,2,0.5,0.5,concentrated (one block is most of it)
2014-08,arin,sign,,5,9,2,0.889,0.8025,concentrated (one block is most of it)
2014-08,arin,sign,,7,6,3,0.5,0.3889,concentrated (one block is most of it)
2014-08,arin,sign,,8,2,1,1.0,1.0,one block
2014-08,ripe,rollover,7,8,2,2,0.5,0.5,concentrated (one block is most of it)
2014-08,ripe,sign,,5,4,1,1.0,1.0,one block
2014-08,ripe,sign,,8,3,1,1.0,1.0,one block
2014-09,arin,sign,,5,10,9,0.2,0.12,diffuse (many blocks)
2014-09,arin,sign,,7,1,1,1.0,1.0,single delegation
2014-09,arin,sign,,8,55,5,0.582,0.4321,concentrated (one block is most of it)
2014-09,ripe,sign,,5,12,4,0.75,0.5833,concentrated (one block is most of it)
2014-09,ripe,sign,,7,3,1,1.0,1.0,one block
2014-09,ripe,sign,,8,22,11,0.364,0.1818,diffuse (many blocks)
2014-10,afrinic,sign,,8,37,3,0.757,0.6202,concentrated (one block is most of it)
2014-10,apnic,sign,,8,4,1,1.0,1.0,one block
2014-10,arin,sign,,10,3,3,0.333,0.3333,diffuse (many blocks)
2014-10,arin,sign,,5,32,23,0.25,0.0898,diffuse (many blocks)
2014-10,arin,sign,,7,14,10,0.357,0.1735,diffuse (many blocks)
2014-10,arin,sign,,8,66,22,0.485,0.2631,diffuse (many blocks)
2014-10,arin,unsign,5,,6,2,0.833,0.7222,concentrated (one block is most of it)
2014-10,arin,unsign,"5,7,8,10",,2,2,0.5,0.5,concentrated (one block is most of it)
2014-10,arin,unsign,8,,4,1,1.0,1.0,one block
2014-10,ripe,sign,,10,8,1,1.0,1.0,one block
2014-10,ripe,sign,,5,6,3,0.5,0.3889,concentrated (one block is most of it)
2014-10,ripe,sign,,8,18,12,0.222,0.1111,diffuse (many blocks)
2014-11,afrinic,sign,,8,139,2,0.791,0.6698,concentrated (one block is most of it)
2014-11,apnic,sign,,5,1,1,1.0,1.0,single delegation
2014-11,arin,sign,,5,2,1,1.0,1.0,one block
2014-11,arin,sign,,7,1,1,1.0,1.0,single delegation
2014-11,arin,sign,,8,2,2,0.5,0.5,concentrated (one block is most of it)
2014-11,ripe,sign,,10,9,2,0.889,0.8025,concentrated (one block is most of it)
2014-11,ripe,sign,,5,8,5,0.5,0.3125,concentrated (one block is most of it)
2014-11,ripe,sign,,7,4,1,1.0,1.0,one block
2014-11,ripe,sign,,8,148,8,0.743,0.5918,concentrated (one block is most of it)
2014-12,apnic,sign,,5,4,1,1.0,1.0,one block
2014-12,apnic,sign,,8,4,1,1.0,1.0,one block
2014-12,arin,sign,,7,4,1,1.0,1.0,one block
2014-12,arin,sign,,8,1,1,1.0,1.0,single delegation
2014-12,ripe,rollover,5,"5,8",5,4,0.4,0.28,diffuse (many blocks)
2014-12,ripe,sign,,10,3,1,1.0,1.0,one block
2014-12,ripe,sign,,5,5,2,0.8,0.68,concentrated (one block is most of it)
2014-12,ripe,sign,,7,16,3,0.5,0.4453,concentrated (one block is most of it)
2014-12,ripe,sign,,8,136,15,0.235,0.1574,diffuse (many blocks)
2015-01,apnic,unsign,8,,1,1,1.0,1.0,single delegation
2015-01,arin,rollover,7,"7,8",1,1,1.0,1.0,single delegation
2015-01,arin,sign,,5,12,2,0.667,0.5556,concentrated (one block is most of it)
2015-01,ripe,rollover,10,"8,10",1,1,1.0,1.0,single delegation
2015-01,ripe,sign,,5,9,3,0.444,0.4074,diffuse (many blocks)
2015-01,ripe,sign,,8,5,3,0.6,0.44,concentrated (one block is most of it)
2015-02,arin,sign,,10,1,1,1.0,1.0,single delegation
2015-02,arin,unsign,8,,1,1,1.0,1.0,single delegation
2015-02,ripe,sign,,10,2,2,0.5,0.5,concentrated (one block is most of it)
2015-02,ripe,sign,,5,1,1,1.0,1.0,single delegation
2015-02,ripe,sign,,7,4,1,1.0,1.0,one block
2015-02,ripe,sign,,8,1,1,1.0,1.0,single delegation
2015-03,arin,rollover,7,"7,8",1,1,1.0,1.0,single delegation
2015-03,arin,sign,,5,2,2,0.5,0.5,concentrated (one block is most of it)
2015-03,arin,sign,,7,1,1,1.0,1.0,single delegation
2015-03,arin,sign,,8,4,4,0.25,0.25,diffuse (many blocks)
2015-03,arin,unsign,10,,2,2,0.5,0.5,concentrated (one block is most of it)
2015-03,ripe,sign,,10,2,2,0.5,0.5,concentrated (one block is most of it)
2015-03,ripe,sign,,5,1,1,1.0,1.0,single delegation
2015-03,ripe,sign,,7,5,2,0.8,0.68,concentrated (one block is most of it)
2015-04,afrinic,sign,,8,4,1,1.0,1.0,one block
2015-04,apnic,rollover,5,8,1,1,1.0,1.0,single delegation
2015-04,apnic,sign,,8,38,9,0.421,0.2493,diffuse (many blocks)
2015-04,arin,rollover,"7,8",8,1,1,1.0,1.0,single delegation
2015-04,arin,sign,,5,14,2,0.714,0.5918,concentrated (one block is most of it)
2015-04,arin,sign,,8,35,4,0.914,0.8384,concentrated (one block is most of it)
2015-04,arin,unsign,10,,1,1,1.0,1.0,single delegation
2015-04,arin,unsign,8,,16,1,1.0,1.0,one block
2015-04,ripe,rollover,"5,8",8,5,4,0.4,0.28,diffuse (many blocks)
2015-04,ripe,rollover,"8,10",8,1,1,1.0,1.0,single delegation
2015-04,ripe,sign,,10,2,1,1.0,1.0,one block
2015-04,ripe,sign,,5,6,3,0.667,0.5,concentrated (one block is most of it)
2015-04,ripe,sign,,8,36,12,0.222,0.1219,diffuse (many blocks)
2015-04,ripe,unsign,5,,5,5,0.2,0.2,diffuse (many blocks)
2015-04,ripe,unsign,8,,31,4,0.677,0.5276,concentrated (one block is most of it)
2015-05,apnic,sign,,5,2,1,1.0,1.0,one block
2015-05,apnic,unsign,8,,2,1,1.0,1.0,one block
2015-05,arin,sign,,5,16,6,0.25,0.2109,diffuse (many blocks)
2015-05,arin,sign,,8,1,1,1.0,1.0,single delegation
2015-05,arin,unsign,7,,4,1,1.0,1.0,one block
2015-05,ripe,sign,,10,1,1,1.0,1.0,single delegation
2015-05,ripe,sign,,5,9,5,0.333,0.2346,diffuse (many blocks)
2015-05,ripe,sign,,8,27,5,0.593,0.4431,concentrated (one block is most of it)
2015-05,ripe,unsign,5,,62,5,0.516,0.371,concentrated (one block is most of it)
2015-05,ripe,unsign,8,,1,1,1.0,1.0,single delegation
2015-06,apnic,sign,,5,4,1,1.0,1.0,one block
2015-06,arin,sign,,10,3,3,0.333,0.3333,diffuse (many blocks)
2015-06,arin,sign,,7,4,1,1.0,1.0,one block
2015-06,arin,sign,,8,7,1,1.0,1.0,one block
2015-06,arin,unsign,5,,1,1,1.0,1.0,single delegation
2015-06,ripe,sign,,10,1,1,1.0,1.0,single delegation
2015-06,ripe,sign,,5,77,6,0.377,0.2403,diffuse (many blocks)
2015-06,ripe,sign,,7,41,5,0.39,0.2671,diffuse (many blocks)
2015-06,ripe,unsign,5,,4,1,1.0,1.0,one block
2015-07,arin,sign,,5,16,1,1.0,1.0,one block
2015-07,arin,sign,,7,2,1,1.0,1.0,one block
2015-07,arin,sign,,8,1,1,1.0,1.0,single delegation
2015-07,ripe,sign,,10,1,1,1.0,1.0,single delegation
2015-07,ripe,sign,,5,10,4,0.4,0.34,diffuse (many blocks)
2015-07,ripe,sign,,8,8,4,0.5,0.3438,concentrated (one block is most of it)
2015-07,ripe,unsign,5,,1,1,1.0,1.0,single delegation
2015-07,ripe,unsign,7,,72,5,0.444,0.284,diffuse (many blocks)
2015-08,afrinic,sign,,8,2,2,0.5,0.5,concentrated (one block is most of it)
2015-08,apnic,sign,,8,10,3,0.8,0.66,concentrated (one block is most of it)
2015-08,arin,sign,,7,3,3,0.333,0.3333,diffuse (many blocks)
2015-08,arin,sign,,8,4,1,1.0,1.0,one block
2015-08,arin,unsign,8,,1,1,1.0,1.0,single delegation
2015-08,ripe,sign,,5,47,7,0.34,0.2404,diffuse (many blocks)
2015-08,ripe,sign,,8,86,12,0.372,0.2085,diffuse (many blocks)
2015-08,ripe,unsign,5,,1,1,1.0,1.0,single delegation
2015-09,arin,sign,,5,5,3,0.6,0.44,concentrated (one block is most of it)
2015-09,arin,sign,,7,1,1,1.0,1.0,single delegation
2015-09,arin,sign,,8,5,4,0.4,0.28,diffuse (many blocks)
2015-09,ripe,sign,,5,8,2,0.5,0.5,concentrated (one block is most of it)
2015-09,ripe,sign,,8,4,4,0.25,0.25,diffuse (many blocks)
2015-09,ripe,unsign,8,,1,1,1.0,1.0,single delegation
2015-10,afrinic,sign,,8,2,2,0.5,0.5,concentrated (one block is most of it)
2015-10,afrinic,unsign,8,,2,2,0.5,0.5,concentrated (one block is most of it)
2015-10,arin,rollover,5,"7,8",1,1,1.0,1.0,single delegation
2015-10,arin,rollover,7,8,3,3,0.333,0.3333,diffuse (many blocks)
2015-10,arin,sign,,5,1,1,1.0,1.0,single delegation
2015-10,arin,sign,,8,2,2,0.5,0.5,concentrated (one block is most of it)
2015-10,ripe,unsign,10,,48,20,0.167,0.0964,diffuse (many blocks)
2015-10,ripe,unsign,5,,782,115,0.229,0.0712,diffuse (many blocks)
2015-10,ripe,unsign,7,,100,28,0.16,0.0708,diffuse (many blocks)
2015-10,ripe,unsign,8,,844,162,0.13,0.0343,diffuse (many blocks)
2015-10,ripe,unsign,"8,12",,3,2,0.667,0.5556,concentrated (one block is most of it)
2015-11,afrinic,sign,,8,1,1,1.0,1.0,single delegation
2015-11,apnic,sign,,8,1,1,1.0,1.0,single delegation
2015-11,arin,sign,,5,3,2,0.667,0.5556,concentrated (one block is most of it)
2015-11,arin,sign,,8,3,3,0.333,0.3333,diffuse (many blocks)
2015-12,afrinic,sign,,8,2,2,0.5,0.5,concentrated (one block is most of it)
2015-12,afrinic,unsign,8,,1,1,1.0,1.0,single delegation
2015-12,apnic,sign,,7,1,1,1.0,1.0,single delegation
2015-12,apnic,sign,,8,339,12,0.236,0.1451,diffuse (many blocks)
2015-12,apnic,unsign,8,,1,1,1.0,1.0,single delegation
2015-12,arin,rollover,"7,8",7,1,1,1.0,1.0,single delegation
2015-12,arin,sign,,13,2,2,0.5,0.5,concentrated (one block is most of it)
2015-12,arin,sign,,8,5,2,0.6,0.52,concentrated (one block is most of it)
2016-01,apnic,rollover,5,8,3,1,1.0,1.0,one block
2016-01,apnic,sign,,8,2,2,0.5,0.5,concentrated (one block is most of it)
2016-01,arin,rollover,5,8,1,1,1.0,1.0,single delegation
2016-01,arin,sign,,7,2,2,0.5,0.5,concentrated (one block is most of it)
2016-01,arin,sign,,8,10,3,0.8,0.66,concentrated (one block is most of it)
2016-01,arin,unsign,8,,2,1,1.0,1.0,one block
2016-02,apnic,sign,,8,3,3,0.333,0.3333,diffuse (many blocks)
2016-02,apnic,unsign,8,,2,2,0.5,0.5,concentrated (one block is most of it)
2016-02,arin,rollover,5,8,3,2,0.667,0.5556,concentrated (one block is most of it)
2016-02,arin,sign,,8,4,2,0.75,0.625,concentrated (one block is most of it)
2016-04,afrinic,sign,,8,16,3,0.812,0.6797,concentrated (one block is most of it)
